Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
Low,Q96G01,BICD1,Protein bicaudal D homolog 1,2,1,1,1,975,110.7,5.81,
Low,O95754,SEMA4F,Semaphorin-4F,1,1,1,1,770,83.5,6.95,1671224.5
Low,Q86X76,NIT1,Deaminated glutathione amidase,5,1,1,1,327,35.9,7.74,4738434.5
Low,P0C2Y1,NBPF7P,Putative neuroblastoma breakpoint family member 7,3,1,1,1,421,48.1,4.79,
Low,Q15599,NHERF2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,3,1,1,1,337,37.4,7.93,1195531.25
Low,O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,0,1,1,1,4678,513.3,7.02,
Low,Q86YF9,DZIP1,Cilium assembly protein DZIP1,1,1,1,1,867,98.6,6.15,3893335.5
Low,O43399,TPD52L2,Tumor protein D54,4,1,1,1,206,22.2,5.36,938761.5625
Low,Q15078,CDK5R1,Cyclin-dependent kinase 5 activator 1,4,1,1,1,307,34.0,9.35,1393606.25
Low,Q6UVY6,MOXD1,DBH-like monooxygenase protein 1,1,1,1,1,613,69.6,6.43,1750613.125
Low,Q8WWC4,MAIP1,"m-AAA protease-interacting protein 1, mitochondrial",8,1,1,1,291,32.5,9.17,7178258.5
Low,O43283,MAP3K13,Mitogen-activated protein kinase kinase kinase 13,1,1,1,1,966,108.2,6.49,532379.0625
Low,Q92609,TBC1D5,TBC1 domain family member 5,1,1,1,1,795,88.9,6.54,1548770.875
Low,O95084,PRSS23,Serine protease 23,2,1,1,2,383,43.0,9.42,2860390.75
Low,O15066,KIF3B,Kinesin-like protein KIF3B,1,1,1,2,747,85.1,7.69,180212.234375
Low,Q9NWZ3,IRAK4,Interleukin-1 receptor-associated kinase 4,1,1,1,2,460,51.5,5.41,1674734.125
Low,Q14865,ARID5B,AT-rich interactive domain-containing protein 5B,1,1,1,1,1188,132.3,8.72,3969338
Low,P62072,TIMM10,Mitochondrial import inner membrane translocase subunit Tim10,16,1,1,1,90,10.3,6.29,6957637.5
Low,O15297,PPM1D,Protein phosphatase 1D,2,1,1,2,605,66.6,8.94,6135251
Low,Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,5,1,1,2,203,23.3,9.32,3309025
Low,P0DKL9,ARL14EPL,ARL14 effector protein-like,5,1,1,1,152,17.7,8.34,763072.1875
Low,B3KU38,IQCJ-SCHIP1,IQCJ-SCHIP1 readthrough transcript protein,4,1,1,1,563,62.2,5.21,3178883.25
Low,Q86XL3,ANKLE2,Ankyrin repeat and LEM domain-containing protein 2,1,1,1,2,938,104.1,7.09,1155147.875
Low,O15528,CYP27B1,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",2,1,1,1,508,56.5,9.16,1924396.875
Low,Q86T65,DAAM2,Disheveled-associated activator of morphogenesis 2,1,1,1,1,1068,123.4,6.8,11999133
Low,Q08050,FOXM1,Forkhead box protein M1,1,1,1,1,763,84.2,7.91,2682617.75
Low,P01854,IGHE,Immunoglobulin heavy constant epsilon,4,1,1,1,546,59.5,7.69,4183245.5
Low,Q8N1F7,NUP93,Nuclear pore complex protein Nup93,1,1,1,1,819,93.4,5.72,
Low,P10588,NR2F6,Nuclear receptor subfamily 2 group F member 6,4,1,1,1,404,43.0,7.78,2649750
Low,Q92696,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,1,1,1,2,567,65.0,5.67,533621.5
Low,Q9HAW0,BRF2,Transcription factor IIIB 50 kDa subunit,4,1,1,1,419,46.5,7.94,2038215.5
Low,O60292,SIPA1L3,Signal-induced proliferation-associated 1-like protein 3,0,1,1,1,1781,194.5,8.32,866357.125
Low,Q8WXG6,MADD,MAP kinase-activating death domain protein,1,1,1,1,1647,183.2,6.04,607341.375
Low,Q9BXD5,NPL,N-acetylneuraminate lyase,5,1,1,2,320,35.1,5.57,314751.921875
Low,Q9UIA0,CYTH4,Cytohesin-4,2,1,1,2,394,45.6,6.47,1469929.75
Low,Q9UKF2,ADAM30,Disintegrin and metalloproteinase domain-containing protein 30,2,1,1,2,790,88.9,7.61,1728426.25
Low,Q8TCA0,LRRC20,Leucine-rich repeat-containing protein 20,6,1,1,1,184,20.5,6.55,3603014
Low,Q5TF21,SOGA3,Protein SOGA3,2,1,1,1,947,103.1,6.06,
Low,Q00537,CDK17,Cyclin-dependent kinase 17,4,1,1,1,523,59.5,9.03,
Low,Q56UN5,MAP3K19,Mitogen-activated protein kinase kinase kinase 19,1,1,1,1,1328,150.4,7.05,2082781.125
Low,Q9GZU2,PEG3,Paternally-expressed gene 3 protein,1,1,1,1,1588,180.7,5.48,
Low,Q96HW7,INTS4,Integrator complex subunit 4,2,1,1,2,963,108.1,6.44,2851262.75
Low,Q9NWW7,C2orf42,Uncharacterized protein C2orf42,2,1,1,1,574,64.0,8.92,
Low,Q8IVL0,NAV3,Neuron navigator 3,1,2,2,2,2385,255.5,8.76,4271284.375
Low,O75531,BANF1,Barrier-to-autointegration factor,13,1,1,2,89,10.1,6.09,
Low,Q9Y6E2,BZW2,eIF5-mimic protein 1,2,1,1,1,419,48.1,6.68,
Low,Q6PKC3,TXNDC11,Thioredoxin domain-containing protein 11,1,1,1,1,985,110.5,6.55,1780594
Low,Q8NDV3,SMC1B,Structural maintenance of chromosomes protein 1B,0,1,1,2,1235,143.8,7.66,6848784
Low,Q30154,HLA-DRB5,"HLA class II histocompatibility antigen, DR beta 5 chain",5,1,1,1,266,30.0,6.93,1908117.125
Low,Q99983,OMD,Osteomodulin,7,1,1,1,421,49.5,5.59,1506554.5
Low,Q9P287,BCCIP,BRCA2 and CDKN1A-interacting protein,5,1,1,1,314,36.0,4.61,
Low,Q12929,EPS8,Epidermal growth factor receptor kinase substrate 8,3,2,2,2,822,91.8,7.5,3702280.5
Low,Q7RTR0,NLRP9,"NACHT, LRR and PYD domains-containing protein 9",1,1,1,1,991,113.2,6.51,
Low,Q9H095,IQCG,Dynein regulatory complex protein 9,2,1,1,1,443,51.9,6.52,1421932.25
Low,Q15596,NCOA2,Nuclear receptor coactivator 2,1,1,1,1,1464,159.1,6.64,
Low,Q96JG9,ZNF469,Zinc finger protein 469,0,1,1,1,3925,409.9,7.72,34697528
Low,O15018,PDZD2,PDZ domain-containing protein 2,0,1,1,1,2839,301.5,7.43,
Low,P49321,NASP,Nuclear autoantigenic sperm protein,2,1,1,1,788,85.2,4.3,
Low,P22413,ENPP1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,1,1,1,1,925,104.9,7.14,1628062.125
Low,P34947,GRK5,G protein-coupled receptor kinase 5,2,1,1,1,590,67.7,8.1,4421113
Low,Q6ZP82,CCDC141,Coiled-coil domain-containing protein 141,1,1,1,1,1450,166.2,5.58,
Low,Q8N6L0,KASH5,Protein KASH5,1,1,1,1,562,62.7,4.68,10385446
Low,P00387,CYB5R3,NADH-cytochrome b5 reductase 3,4,1,1,1,301,34.2,7.59,584734.0625
Low,Q7Z460,CLASP1,CLIP-associating protein 1,1,1,1,1,1538,169.3,9.03,5012663.5
Low,Q969W8,ZNF566,Zinc finger protein 566,4,1,1,1,418,49.2,8.06,20495518
Low,O60229,KALRN,Kalirin,1,1,1,2,2986,340.0,6.07,2653452.25
Low,Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,5,1,1,1,365,41.2,10.7,2648681.75
Low,Q9BYP7,WNK3,Serine/threonine-protein kinase WNK3,1,1,1,1,1800,198.3,6.07,4915857
Low,O43791,SPOP,Speckle-type POZ protein,3,1,1,1,374,42.1,5.8,1746396.75
Low,Q13315,ATM,Serine-protein kinase ATM,0,1,1,1,3056,350.5,6.81,2879412
Low,Q8IYT3,CCDC170,Coiled-coil domain-containing protein 170,1,1,1,2,715,82.2,6.64,5340526.5
Low,Q9HCE7,SMURF1,E3 ubiquitin-protein ligase SMURF1,2,1,1,1,757,86.1,7.02,1219673
Low,Q5JRC9,FAM47A,Protein FAM47A,2,1,1,1,791,90.5,9.11,
Low,Q9C035,TRIM5,Tripartite motif-containing protein 5,2,1,1,1,493,56.3,6.05,1352577.625
Low,Q9P2D3,HEATR5B,HEAT repeat-containing protein 5B,1,1,1,1,2071,224.2,7.17,
Low,Q8NC24,RELL2,RELT-like protein 2,2,1,1,2,303,32.4,6.9,982647.0625
Low,Q9NYC9,DNAH9,Dynein axonemal heavy chain 9,0,1,1,1,4486,511.6,5.91,2314868.5
Low,Q6YHU6,THADA,Thyroid adenoma-associated protein,1,1,1,1,1953,219.5,6.06,2156155.25
Low,Q8TCG2,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta,1,1,1,1,481,54.7,5.97,1342586.75
Low,Q5SZL2,CEP85L,Centrosomal protein of 85 kDa-like,1,1,1,1,805,91.8,6.33,38409092
Low,P49642,PRIM1,DNA primase small subunit,2,1,1,1,420,49.9,8.21,
Low,Q8TBC4,UBA3,NEDD8-activating enzyme E1 catalytic subunit,2,1,1,1,463,51.8,5.45,891858.125
Low,P30101,PDIA3,Protein disulfide-isomerase A3,1,1,1,2,505,56.7,6.35,6355765.5
Low,Q9UQC9,CLCA2,Calcium-activated chloride channel regulator 2,1,1,1,1,943,103.9,7.02,28073284
Low,Q7Z442,PKD1L2,Polycystic kidney disease protein 1-like 2,1,2,2,2,2459,272.3,5.77,
Low,Q96M86,DNHD1,Dynein heavy chain domain-containing protein 1,0,1,1,1,4753,533.3,6.71,
Low,O95104,SCAF4,SR-related and CTD-associated factor 4,3,1,1,1,1147,125.8,9.55,
Low,Q68D86,CCDC102B,Coiled-coil domain-containing protein 102B,3,1,1,1,513,60.4,5.95,688185.5
Low,Q05823,RNASEL,2-5A-dependent ribonuclease,2,1,1,2,741,83.5,6.65,
Low,P63215,GNG3,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3,44,1,1,1,75,8.3,7.78,
Low,P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,1,1,1,1,1306,147.4,6.15,12870794
Low,Q5VX52,SPATA1,Spermatogenesis-associated protein 1,3,1,1,1,459,52.9,8.85,
Low,Q3KNW5,SLC10A6,Sodium-dependent organic anion transporter,8,1,1,2,377,41.2,7.85,4337285.5
Low,O95786,RIGI,Antiviral innate immune response receptor RIG-I,1,1,1,1,925,106.5,6.4,952209.8125
Low,Q92979,EMG1,Ribosomal RNA small subunit methyltransferase NEP1,4,1,1,1,244,26.7,9.17,
Low,Q9NUD7,C20orf96,Uncharacterized protein C20orf96,2,1,1,1,363,42.8,8.68,
Low,Q96M34,TEX55,Testis-specific expressed protein 55,2,1,1,1,536,60.1,5.8,4241029.5
Low,Q14155,ARHGEF7,Rho guanine nucleotide exchange factor 7,2,1,1,1,803,90.0,7.09,2016623.625
Low,Q6NW34,NEPRO,Nucleolus and neural progenitor protein,2,1,1,1,567,64.5,9.74,2290235.25
Low,Q68DC2,ANKS6,Ankyrin repeat and SAM domain-containing protein 6,1,1,1,1,871,92.2,7.39,2063437.125
Low,Q8WVF5,KCTD4,BTB/POZ domain-containing protein KCTD4,4,1,1,1,259,29.9,7.06,1467431.375
Low,Q6VAB6,KSR2,Kinase suppressor of Ras 2,1,1,1,1,950,107.6,8.69,2229183.5
Low,Q96AC6,KIFC2,Kinesin-like protein KIFC2,2,1,1,2,838,90.1,9.48,44296643
Low,P0C024,NUDT7,Peroxisomal coenzyme A diphosphatase NUDT7,4,1,1,1,238,26.9,7.05,
Low,Q6Y288,B3GLCT,"Beta-1,3-glucosyltransferase",2,1,1,1,498,56.5,7.5,
Low,Q7Z7M9,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,1,1,1,1,940,106.2,9.47,2479820.5
Low,A0A584,TRBV11-2,T cell receptor beta variable 11-2,21,1,1,1,115,12.7,8.16,
Low,Q2M1P5,KIF7,Kinesin-like protein KIF7,2,1,1,1,1343,150.5,6.79,2743121.5
Low,Q0ZLH3,PJVK,Pejvakin,2,1,1,1,352,39.9,9.01,
Low,Q96A49,SYAP1,Synapse-associated protein 1,3,1,1,1,352,39.9,4.53,10935551
Low,Q9Y6R1,SLC4A4,Electrogenic sodium bicarbonate cotransporter 1,1,1,1,1,1079,121.4,6.8,305886048
Low,Q9P2H0,CEP126,Centrosomal protein of 126 kDa,2,1,1,1,1117,125.8,8.76,909741.375
Low,P42857,NSG1,Neuronal vesicle trafficking-associated protein 1,4,1,1,2,185,20.9,5.72,5159165
Low,Q9NUW8,TDP1,Tyrosyl-DNA phosphodiesterase 1,1,1,1,1,608,68.4,7.65,3914185.75
Low,Q13535,ATR,Serine/threonine-protein kinase ATR,0,1,1,2,2644,301.2,7.43,630666.4375
Low,Q8NFY9,KBTBD8,Kelch repeat and BTB domain-containing protein 8,1,1,1,1,601,68.8,6.29,3353361.5
Low,O75417,POLQ,DNA polymerase theta,1,1,1,1,2590,289.4,7.36,
Low,Q58A45,PAN3,PAN2-PAN3 deadenylation complex subunit PAN3,1,1,1,1,887,95.6,8.57,1059854.625
Low,Q9HBK9,AS3MT,Arsenite methyltransferase,3,1,1,2,375,41.7,6.2,2628194.5
Low,P43366,MAGEB1,Melanoma-associated antigen B1,2,1,1,1,347,39.0,8.44,798216896
Low,Q8TBZ0,CCDC110,Coiled-coil domain-containing protein 110,1,1,1,1,833,96.7,6.24,
Low,Q92541,RTF1,RNA polymerase-associated protein RTF1 homolog,2,1,1,1,710,80.3,8.15,
Low,Q9P0W8,SPATA7,Spermatogenesis-associated protein 7,1,1,1,1,599,67.7,6.29,4791737
Low,Q9UPR0,PLCL2,Inactive phospholipase C-like protein 2,1,1,1,1,1127,125.8,6.9,1222701.375
Low,Q9Y4K1,CRYBG1,Beta/gamma crystallin domain-containing protein 1,0,1,1,1,1723,188.6,5.86,
Low,Q9NPH9,IL26,Interleukin-26,5,1,1,1,171,19.8,9.98,2569902.25
Low,Q86YS6,RAB43,Ras-related protein Rab-43,6,1,1,1,212,23.3,5.64,1398513.375
Low,Q8IVF2,AHNAK2,Protein AHNAK2,0,2,2,2,5795,616.2,5.36,9618085
Low,Q86W54,SPATA24,Spermatogenesis-associated protein 24,5,1,1,1,205,23.6,7.99,7833697.5
Low,P31751,AKT2,RAC-beta serine/threonine-protein kinase,3,1,1,2,481,55.7,6.37,2523052.75
Low,Q7Z5P9,MUC19,Mucin-19,0,1,1,1,8384,804.8,5.01,
Low,A0A1W2PQ09,TAF11L11,TATA-box-binding protein-associated factor 11-like protein 11,6,1,1,1,198,22.2,5.83,6055816.5
Low,Q7Z2Y5,NRK,Nik-related protein kinase,1,1,1,1,1582,178.4,6.33,
Low,O00585,CCL21,C-C motif chemokine 21,13,1,1,1,134,14.6,10.1,1901406.75
Low,Q5SYB0,FRMPD1,FERM and PDZ domain-containing protein 1,1,1,1,2,1578,173.3,5.25,2698770
Low,O43823,AKAP8,A-kinase anchor protein 8,1,1,1,1,692,76.1,5.15,
Low,O94913,PCF11,Pre-mRNA cleavage complex 2 protein Pcf11,0,1,1,2,1555,172.9,8.48,5990259
Low,O14545,TRAFD1,TRAF-type zinc finger domain-containing protein 1,2,1,1,1,582,64.8,5.29,2472401.75
Low,Q96EN9,REX1BD,Required for excision 1-B domain-containing protein,8,1,1,1,201,22.6,6.96,2582152
Low,P78406,RAE1,mRNA export factor RAE1,2,1,1,1,368,40.9,7.83,2495633.5
Low,P55010,EIF5,Eukaryotic translation initiation factor 5,3,1,1,1,431,49.2,5.58,1684915.25
Low,Q9BTW9,TBCD,Tubulin-specific chaperone D,2,1,1,1,1192,132.5,6.19,2629513.75
Low,Q7L3T8,PARS2,"Probable proline--tRNA ligase, mitochondrial",2,1,1,1,475,53.2,8.1,
Low,Q9NP79,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,5,1,1,1,307,33.9,6.29,
Low,P27986,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha,1,1,1,1,724,83.5,6.16,1293051.625
Low,P01137,TGFB1,Transforming growth factor beta-1 proprotein,2,1,1,1,390,44.3,8.53,1385561.25
Low,Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",1,1,1,1,903,97.3,4.94,
Low,A4D0Y5,LINC03043,Uncharacterized protein encoded by LINC03043,32,1,1,1,90,10.0,7.05,5480619
Low,Q9UBW5,BIN2,Bridging integrator 2,3,1,1,2,565,61.8,5.15,3106662.25
Low,Q8IZC6,COL27A1,Collagen alpha-1(XXVII) chain,1,1,1,1,1860,186.8,9.82,43948.4921875
Low,Q00975,CACNA1B,Voltage-dependent N-type calcium channel subunit alpha-1B,1,1,1,1,2339,262.3,8.51,
Low,Q8TE73,DNAH5,Dynein axonemal heavy chain 5,0,1,1,1,4624,528.7,6.1,6421486
Low,P14859,POU2F1,"POU domain, class 2, transcription factor 1",1,1,1,1,743,76.4,6.81,16559638
Low,O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,1,1,1,1,1686,190.6,8.02,
Low,Q12770,SCAP,Sterol regulatory element-binding protein cleavage-activating protein,1,1,1,1,1279,139.6,6.86,3081957.5
Low,Q9UPP1,PHF8,Histone lysine demethylase PHF8,1,1,1,1,1060,117.8,8.72,766081.375
Low,Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,1,1,1,1,1461,155.9,7.42,
Low,Q7Z3Z2,RD3,Protein RD3,5,1,1,1,195,22.7,7.88,426476.71875
Low,O14733,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,3,1,1,1,419,47.5,9.16,2686981.5
Low,O75185,ATP2C2,Calcium-transporting ATPase type 2C member 2,1,1,1,1,946,103.1,5.66,
Low,P20273,CD22,B-cell receptor CD22,2,1,1,1,847,95.3,6.65,24314568
Low,Q96AY4,TTC28,Tetratricopeptide repeat protein 28,1,1,1,1,2481,270.7,6.89,1892759.5
Low,Q01581,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",2,1,1,1,520,57.3,5.41,2429431.25
Low,Q9NX70,MED29,Mediator of RNA polymerase II transcription subunit 29,8,1,1,1,200,21.1,6.29,
Low,Q9BZJ6,GPR63,Probable G-protein coupled receptor 63,3,1,1,1,419,47.5,9.52,2609040.25
Low,Q6ZWT7,MBOAT2,Lysophospholipid acyltransferase 2,3,1,1,1,520,59.5,8.03,7037274.5
Low,Q6P9G9,ZNF449,Zinc finger protein 449,2,1,1,1,518,59.9,7.31,5377858.5
Low,Q9H4P4,RNF41,E3 ubiquitin-protein ligase NRDP1,8,1,1,1,317,35.9,6.14,
Low,O94986,CEP152,Centrosomal protein of 152 kDa,0,1,1,1,1710,195.5,5.6,
Low,P13497,BMP1,Bone morphogenetic protein 1,1,1,1,2,986,111.2,6.9,1156954.125
Low,Q9BYF1,ACE2,Angiotensin-converting enzyme 2,1,1,1,1,805,92.4,5.54,2101959.25
Low,O75197,LRP5,Low-density lipoprotein receptor-related protein 5,1,1,1,1,1615,179.0,5.34,
Low,Q9HBX8,LGR6,Leucine-rich repeat-containing G-protein coupled receptor 6,2,1,1,1,967,104.2,5.72,3402213
Low,A6NNT2,C16orf96,Uncharacterized protein C16orf96,1,1,1,1,1141,125.0,7.03,
Low,O43677,NDUFC1,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",11,1,1,1,76,8.7,10.2,
Low,P01833,PIGR,Polymeric immunoglobulin receptor,2,1,1,1,764,83.2,5.74,2886397.25
Low,Q9NWX5,ASB6,Ankyrin repeat and SOCS box protein 6,2,1,1,1,421,47.1,6.01,2007213.75
Low,Q9NRF2,SH2B1,SH2B adapter protein 1,2,1,1,1,756,79.3,5.38,
Low,P54750,PDE1A,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",2,1,1,1,535,61.2,6.1,
Low,Q6NUI2,GPAT2,"Glycerol-3-phosphate acyltransferase 2, mitochondrial",2,1,1,1,795,87.8,7.61,
Low,P21506,ZNF10,Zinc finger protein 10,2,1,1,1,573,66.4,8.32,3388018.25
Low,Q14149,MORC3,MORC family CW-type zinc finger protein 3,1,1,1,1,939,107.0,5.6,740426.8125
Low,Q9Y2J2,EPB41L3,Band 4.1-like protein 3,1,1,1,2,1087,120.6,5.19,6944637.5
Low,Q13671,RIN1,Ras and Rab interactor 1,1,1,1,1,783,84.0,8.02,6300310
Low,Q96J94,PIWIL1,Piwi-like protein 1,1,1,1,1,861,98.5,9.44,
Low,Q502W6,VWA3B,von Willebrand factor A domain-containing protein 3B,1,1,1,1,1294,145.7,7.33,1273753
Low,P61129,ZC3H6,Zinc finger CCCH domain-containing protein 6,1,1,1,1,1189,131.6,7.64,
Low,Q8NBW4,SLC38A9,Neutral amino acid transporter 9,2,1,1,1,561,63.7,7.68,1712635.75
Low,Q8NEY4,ATP6V1C2,V-type proton ATPase subunit C 2,2,1,1,1,427,48.7,6.14,2105851
Low,A7KAX9,ARHGAP32,Rho GTPase-activating protein 32,1,1,1,1,2087,230.4,6.74,3687142
Low,P49758,RGS6,Regulator of G-protein signaling 6,2,1,1,1,472,54.4,7.42,4612172.5
Low,Q9ULS6,KCNS2,Potassium voltage-gated channel subfamily S member 2,2,1,1,2,477,54.2,5.86,3318036.75
Low,P29074,PTPN4,Tyrosine-protein phosphatase non-receptor type 4,1,1,1,1,926,105.8,7.44,
Low,Q86X95,CIR1,Corepressor interacting with RBPJ 1,2,1,1,1,450,52.3,9.86,1725688
Low,Q96RY5,CRAMP1,Protein cramped-like,1,1,1,2,1269,134.6,7.87,2159558.5
Low,Q5VZE5,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",2,1,1,1,725,83.6,7.05,
Low,Q5M9N0,CCDC158,Coiled-coil domain-containing protein 158,1,1,1,2,1113,127.1,6.46,2372597.75
Low,P35228,NOS2,"Nitric oxide synthase, inducible",1,1,1,1,1153,131.0,7.96,
Low,Q5SVQ8,ZBTB41,Zinc finger and BTB domain-containing protein 41,1,1,1,1,909,105.1,7.93,2565289.75
Low,Q8NA96,YE027_HUMAN,Putative uncharacterized protein FLJ35723,6,1,1,1,180,19.6,8.59,
Low,Q9H4K1,RIBC2,RIB43A-like with coiled-coils protein 2,3,1,1,1,382,45.4,9.58,2947312
Low,P00390,GSR,"Glutathione reductase, mitochondrial",3,1,1,1,522,56.2,8.5,
Low,Q02846,GUCY2D,Retinal guanylyl cyclase 1,1,1,1,1,1103,120.0,7.44,772779.375
Low,Q9C0G6,DNAH6,Dynein axonemal heavy chain 6,0,1,1,1,4158,475.7,6.0,1182742.125
Low,Q9UBV2,SEL1L,Protein sel-1 homolog 1,3,1,1,1,794,88.7,5.39,
Low,Q8WV22,NSMCE1,Non-structural maintenance of chromosomes element 1 homolog,4,1,1,1,266,30.8,7.47,1920063.125
Low,Q92994,BRF1,Transcription factor IIIB 90 kDa subunit,1,1,1,1,677,73.8,5.43,1005610.375
Low,Q5T8A7,PPP1R26,Protein phosphatase 1 regulatory subunit 26,1,1,1,1,1209,127.3,8.59,1146937.375
Low,Q8WXX0,DNAH7,Dynein axonemal heavy chain 7,0,1,1,1,4024,460.9,6.0,1248205.5
Low,Q56A73,SPIN4,Spindlin-4,4,1,1,1,249,28.6,7.66,806916.625
Low,Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,1,1,1,1,1375,157.2,5.08,
Low,P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,1,1,1,1,1907,212.7,6.3,
Low,Q96LB3,IFT74,Intraflagellar transport protein 74 homolog,2,1,1,1,600,69.2,6.0,
Low,Q96MR9,ZNF560,Zinc finger protein 560,2,1,1,2,790,91.1,8.69,1249978.625
Low,Q969P0,IGSF8,Immunoglobulin superfamily member 8,2,1,1,1,613,65.0,8.0,
Low,O94916,NFAT5,Nuclear factor of activated T-cells 5,1,1,1,1,1531,165.7,5.24,1289898.875
Low,Q01415,GALK2,N-acetylgalactosamine kinase,2,1,1,1,458,50.3,6.61,
Low,Q7L1I2,SV2B,Synaptic vesicle glycoprotein 2B,1,1,1,1,683,77.4,5.44,1094232.125
Low,P31512,FMO4,Dimethylaniline monooxygenase [N-oxide-forming] 4,3,1,1,1,558,63.3,8.46,
Low,O14841,OPLAH,5-oxoprolinase,1,1,1,1,1288,137.4,6.58,2685605.75
Low,Q8WWQ0,PHIP,PH-interacting protein,1,1,1,1,1821,206.6,8.85,1884120.875
Low,Q8NDZ0,BEND2,BEN domain-containing protein 2,2,1,1,2,799,87.9,5.41,1466846
Low,Q96LU7,MYRFL,Myelin regulatory factor-like protein,2,1,1,1,910,101.6,6.84,
Low,Q8IYR2,SMYD4,SET and MYND domain-containing protein 4,1,1,1,1,804,89.2,6.83,
Low,Q8N573,OXR1,Oxidation resistance protein 1,2,1,1,1,874,97.9,5.47,1048750.375
Low,Q9P2K9,DISP3,Protein dispatched homolog 3,2,1,1,1,1392,153.0,7.55,
Low,Q5SW24,DACT2,Dapper homolog 2,1,1,1,1,774,82.6,8.87,1198071.375
Low,P31371,FGF9,Fibroblast growth factor 9,6,1,1,1,208,23.4,7.58,
Low,Q6NV74,CRACDL,CRACD-like protein,1,1,1,1,962,102.1,7.96,
Low,P09681,GIP,Gastric inhibitory polypeptide,15,1,1,1,153,17.1,8.0,
Low,Q8IWI9,MGA,MAX gene-associated protein,0,1,1,1,3065,336.0,6.9,1430504.75
Low,Q9NR55,BATF3,Basic leucine zipper transcriptional factor ATF-like 3,19,1,1,1,127,14.5,8.94,3082796
Low,Q9H426,RIMS4,Regulating synaptic membrane exocytosis protein 4,3,1,1,1,269,29.3,5.8,
Low,Q16881,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",2,1,1,1,649,70.9,7.39,
Low,Q7Z2Z2,EFL1,Elongation factor-like GTPase 1,1,1,1,2,1120,125.4,5.91,33587432
Low,Q8NFH8,REPS2,RalBP1-associated Eps domain-containing protein 2,2,1,1,1,660,71.5,7.65,5982597
Low,Q9H1K1,ISCU,Iron-sulfur cluster assembly enzyme ISCU,16,1,1,1,167,18.0,9.48,
Low,Q96SQ7,ATOH8,Transcription factor ATOH8,3,1,1,1,321,34.6,10.21,
Low,P06400,RB1,Retinoblastoma-associated protein,1,1,1,1,928,106.1,7.94,1919957.75
Low,Q53H96,PYCR3,Pyrroline-5-carboxylate reductase 3,5,1,1,1,274,28.6,7.72,
Low,Q9Y6F7,CDY2B,Testis-specific chromodomain protein Y 2,1,1,1,1,541,60.5,8.98,67477.421875
Low,P98194,ATP2C1,Calcium-transporting ATPase type 2C member 1,2,1,1,1,919,100.5,6.74,3487911.75
Low,P80370,DLK1,Protein delta homolog 1,2,1,1,1,383,41.3,5.67,744655.4375
Low,Q9H611,PIF1,ATP-dependent DNA helicase PIF1,1,1,1,1,641,69.8,9.72,852731.0625
Low,A0A075B6Z2,TRAJ56,T cell receptor alpha joining 56 (Fragment),38,1,1,5,21,2.2,10.29,2360555
Low,Q8NEV4,MYO3A,Myosin-IIIa,1,1,1,1,1616,186.1,8.91,25599078
Low,Q96PN8,TSSK3,Testis-specific serine/threonine-protein kinase 3,3,1,1,1,268,30.1,6.71,17752828
Low,Q8NEZ3,WDR19,WD repeat-containing protein 19,1,1,1,1,1342,151.5,6.35,
Low,Q15648,MED1,Mediator of RNA polymerase II transcription subunit 1,2,1,1,1,1581,168.4,8.73,2956017.75
Low,Q99583,MNT,Max-binding protein MNT,2,1,1,1,582,62.3,8.78,
Low,O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",1,1,1,1,613,66.9,8.95,8856260
Low,Q93034,CUL5,Cullin-5,1,1,1,1,780,90.9,7.94,
Low,Q8N0U2,TMEM61,Transmembrane protein 61,8,1,1,1,210,22.2,4.61,
Low,Q9H814,PHAX,Phosphorylated adapter RNA export protein,4,1,1,1,394,44.4,5.4,
