Protein FDR Confidence,Uniprot_ID,Gene_name,Description,Coverage (%),Peptides,Unique Peptides,PSMs,AAs,MW (kDa),calc. pI,Abundance
Low,Q7Z5M8,ABHD12B,Protein ABHD12B,2,1,1,1,362,40.8,8.28,950767.375
Low,Q9UI36,DACH1,Dachshund homolog 1,2,1,1,1,758,78.5,8.51,5725285
Low,P78509,RELN,Reelin,0,1,1,1,3460,388.1,5.88,84913.96875
Low,Q66GS9,CEP135,Centrosomal protein of 135 kDa,2,1,1,1,1140,133.4,6.21,608415.0625
Low,Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,2,1,1,1,1102,123.5,7.34,
Low,Q15413,RYR3,Ryanodine receptor 3,0,1,1,1,4870,551.7,5.68,
Low,P02458,COL2A1,Collagen alpha-1(II) chain,1,1,1,1,1487,141.7,6.92,
Low,Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,1,1,1,1,887,101.5,6.81,577906.6875
Low,Q08828,ADCY1,Adenylate cyclase type 1,2,1,1,1,1119,123.4,8.43,
Low,Q8IYE0,CCDC146,Coiled-coil domain-containing protein 146,1,1,1,1,955,112.7,8.48,
Low,P08861,CELA3B,Chymotrypsin-like elastase family member 3B,4,1,1,2,270,29.2,6.28,902190.03125
Low,Q02224,CENPE,Centromere-associated protein E,1,2,2,3,2701,316.2,5.64,1445609.5
Low,O15066,KIF3B,Kinesin-like protein KIF3B,1,1,1,2,747,85.1,7.69,8840812.625
Low,Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,1,1,1,1,1375,157.2,5.08,446500.125
Low,Q5BJE1,CCDC178,Coiled-coil domain-containing protein 178,3,1,1,1,867,101.9,6.77,
Low,O43184,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,1,1,1,2,909,99.5,8.4,13574428
Low,Q5XPI4,RNF123,E3 ubiquitin-protein ligase RNF123,1,1,1,1,1314,148.4,6.74,
Low,Q96LQ0,PPP1R36,Protein phosphatase 1 regulatory subunit 36,3,1,1,1,422,49.4,9.36,
Low,Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,2,1,1,1,432,47.6,5.97,
Low,Q9H9L3,ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,3,1,1,1,353,39.1,9.94,
Low,Q8N0S2,SYCE1,Synaptonemal complex central element protein 1,6,1,1,1,351,39.7,6.27,
Low,P13497,BMP1,Bone morphogenetic protein 1,1,1,1,2,986,111.2,6.9,4830622.5
Low,Q9P2D6,FAM135A,Protein FAM135A,1,1,1,1,1515,169.7,5.39,166776.546875
Low,P57740,NUP107,Nuclear pore complex protein Nup107,1,1,1,1,925,106.3,5.43,533742.0625
Low,Q08AN1,ZNF616,Zinc finger protein 616,1,1,1,1,781,90.2,9.57,2034912
Low,P56179,DLX6,Homeobox protein DLX-6,6,1,1,1,175,19.7,9.95,
Low,O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,2,1,1,1,1244,134.8,5.95,
Low,O95754,SEMA4F,Semaphorin-4F,1,1,1,2,770,83.5,6.95,1276591.5
Low,O00482,NR5A2,Nuclear receptor subfamily 5 group A member 2,2,1,1,1,541,61.3,7.88,
Low,P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,1,1,1,1,2102,236.7,7.06,
Low,Q8TES7,FBF1,Fas-binding factor 1,2,1,1,1,1133,125.4,7.08,3857133.75
Low,Q8TAV4,STOML3,Stomatin-like protein 3,2,1,1,1,291,32.1,8.63,922455.0625
Low,A6NC98,CCDC88B,Coiled-coil domain-containing protein 88B,1,1,1,1,1476,164.7,5.11,
Low,Q96J92,WNK4,Serine/threonine-protein kinase WNK4,1,1,1,1,1243,134.7,5.48,3415712.75
Low,Q8NCM8,DYNC2H1,Cytoplasmic dynein 2 heavy chain 1,0,1,1,1,4307,492.3,6.54,
Low,Q15131,CDK10,Cyclin-dependent kinase 10,3,1,1,1,360,41.0,8.84,322322.78125
Low,Q12955,ANK3,Ankyrin-3,0,1,1,1,4377,480.1,6.49,
Low,Q9NU22,MDN1,Midasin,0,1,1,1,5596,632.4,5.68,1536127.375
Low,Q9NWW7,C2orf42,Uncharacterized protein C2orf42,1,1,1,1,574,64.0,8.92,790826.375
Low,Q9Y618,NCOR2,Nuclear receptor corepressor 2,1,1,1,1,2514,273.5,7.59,1028624.9375
Low,Q8NFC6,BOD1L1,Biorientation of chromosomes in cell division protein 1-like 1,0,1,1,3,3051,330.3,5.08,36253785
Low,Q99996,AKAP9,A-kinase anchor protein 9,0,1,1,1,3907,452.7,4.98,862242.625
Low,Q9Y2F5,ICE1,Little elongation complex subunit 1,0,1,1,2,2266,247.7,5.48,35239312
Low,Q8NFA0,USP32,Ubiquitin carboxyl-terminal hydrolase 32,1,1,1,1,1604,181.5,6.44,918023.75
Low,Q12815,TROAP,Tastin,4,1,1,1,778,83.8,7.36,
Low,Q9BQE5,APOL2,Apolipoprotein L2,2,1,1,1,337,37.1,6.74,529767.5625
Low,Q9H9Y2,RPF1,Ribosome production factor 1,7,1,1,1,349,40.1,10.01,
Low,Q9C093,SPEF2,Sperm flagellar protein 2,0,1,1,1,1822,209.7,5.54,105861.734375
Low,Q9NRZ5,AGPAT4,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,4,1,1,1,378,44.0,8.72,
Low,Q13619,CUL4A,Cullin-4A,1,1,1,1,759,87.6,8.13,886214.375
Low,Q9Y6R4,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,1,1,1,1,1608,181.6,6.32,622421.0625
Low,P40617,ARL4A,ADP-ribosylation factor-like protein 4A,5,1,1,1,200,22.6,9.17,
Low,Q58EX7,PLEKHG4,Puratrophin-1,1,1,1,1,1191,130.7,5.64,1667860.75
Low,P0C0L4,C4A,Complement C4-A,1,1,1,1,1744,192.7,7.08,4802723.5
Low,Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,3,1,1,1,429,47.1,9.14,980952.8125
Low,Q7RTP6,MICAL3,[F-actin]-monooxygenase MICAL3,0,1,1,3,2002,224.2,5.55,2811871.75
Low,O75912,DGKI,Diacylglycerol kinase iota,1,1,1,1,1065,116.9,7.77,1865679.75
Low,Q99578,RIT2,GTP-binding protein Rit2,3,1,1,1,217,24.7,6.55,687014.4375
Low,P30279,CCND2,G1/S-specific cyclin-D2,8,1,1,1,289,33.0,5.19,
Low,Q8NFP9,NBEA,Neurobeachin,0,1,1,1,2946,327.6,6.18,
Low,Q9BX63,BRIP1,Fanconi anemia group J protein,1,1,1,1,1249,140.8,6.92,5064211.5
Low,Q9UI33,SCN11A,Sodium channel protein type 11 subunit alpha,0,1,1,2,1791,204.8,7.99,845160.0625
Low,Q86X67,NUDT13,"NAD(P)H pyrophosphatase NUDT13, mitochondrial",2,1,1,1,352,39.7,7.42,
Low,Q6PEW1,ZCCHC12,Zinc finger CCHC domain-containing protein 12,1,1,1,1,402,45.3,6.18,649169.375
Low,P27824,CANX,Calnexin,2,1,1,1,592,67.5,4.6,447360.46875
Low,Q9Y6V0,PCLO,Protein piccolo,0,1,1,4,5142,560.4,6.47,396216242.875
Low,Q7Z3E2,CCDC186,Coiled-coil domain-containing protein 186,1,1,1,2,898,103.6,6.27,1208592.875
Low,Q8WXG6,MADD,MAP kinase-activating death domain protein,0,1,1,1,1647,183.2,6.04,882215.125
Low,Q7L211,ABHD13,Protein ABHD13,3,1,1,2,337,38.5,8.57,704523.6875
Low,P20929,NEB,Nebulin,0,1,1,1,6669,772.4,9.07,1616104.625
Low,Q92621,NUP205,Nuclear pore complex protein Nup205,0,1,1,1,2012,227.8,6.19,
Low,P54132,BLM,RecQ-like DNA helicase BLM,1,1,1,1,1417,158.9,7.49,3742289.5
Low,Q9UHJ3,SFMBT1,Scm-like with four MBT domains protein 1,2,1,1,1,866,98.1,6.21,4745176.5
Low,Q68DC2,ANKS6,Ankyrin repeat and SAM domain-containing protein 6,1,1,1,1,871,92.2,7.39,2705300.75
Low,Q8WXX0,DNAH7,Dynein axonemal heavy chain 7,0,1,1,1,4024,460.9,6.0,626979.75
Low,O75367,MACROH2A1,Core histone macro-H2A.1,2,1,1,1,369,39.2,9.83,
Low,Q8IV33,KIAA0825,Uncharacterized protein KIAA0825,2,1,1,1,1275,147.6,6.61,2328099.5
Low,P16871,IL7R,Interleukin-7 receptor subunit alpha,3,1,1,1,459,51.5,5.44,
Low,O75616,ERAL1,"GTPase Era, mitochondrial",3,1,1,1,437,48.3,8.84,
Low,Q8NDV3,SMC1B,Structural maintenance of chromosomes protein 1B,0,1,1,2,1235,143.8,7.66,3682318.75
Low,O95954,FTCD,Formimidoyltransferase-cyclodeaminase,1,1,1,1,541,58.9,5.74,3942023
Low,Q9UJA9,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,3,1,1,2,477,54.6,6.43,5476172.625
Low,Q15124,PGM5,Phosphoglucomutase-like protein 5,1,1,1,4,567,62.2,7.21,17575436
Low,O15195,VILL,Villin-like protein,1,1,1,1,856,95.8,7.02,678112.875
Low,Q7Z2Z2,EFL1,Elongation factor-like GTPase 1,3,1,1,1,1120,125.4,5.91,
Low,Q68DK2,ZFYVE26,Zinc finger FYVE domain-containing protein 26,0,1,1,2,2539,284.4,6.39,2007991.625
Low,O00294,TULP1,Tubby-related protein 1,1,1,1,1,542,60.6,9.47,517206.125
Low,Q02556,IRF8,Interferon regulatory factor 8,2,1,1,1,426,48.3,6.77,559918.3125
Low,Q9BXX0,EMILIN2,EMILIN-2,1,1,1,1,1053,115.6,6.46,
Low,Q96FX8,PERP,p53 apoptosis effector related to PMP-22,9,1,1,1,193,21.4,7.03,984087.9375
Low,Q4KWH8,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",0,1,1,2,1693,189.1,7.74,622819.8125
Low,Q96S19,METTL26,Methyltransferase-like 26,7,1,1,1,204,22.6,7.83,883187.25
Low,Q8NGC5,OR6J1,Olfactory receptor 6J1,2,1,1,4,347,38.7,8.47,9913586
Low,O00512,BCL9,B-cell CLL/lymphoma 9 protein,2,1,1,1,1426,149.2,8.91,
Low,Q08ER8,ZNF543,Zinc finger protein 543,2,1,1,1,600,68.4,7.9,
Low,Q9HCM1,RESF1,Retroelement silencing factor 1,0,1,1,1,1747,194.7,8.78,13159585
Low,Q12766,HMGXB3,HMG domain-containing protein 3,1,1,1,1,1292,141.0,6.02,
Low,Q96IK5,GMCL1,Germ cell-less protein-like 1,2,1,1,1,515,58.6,7.44,
Low,Q15543,TAF13,Transcription initiation factor TFIID subunit 13,10,1,1,1,124,14.3,4.81,
Low,Q6ICC9,RTL6,Retrotransposon Gag-like protein 6,8,1,1,1,239,26.1,11.18,4922477
Low,Q99666,RGPD6,RANBP2-like and GRIP domain-containing protein 5/6,1,1,1,2,1765,198.8,6.42,881457.1875
Low,Q9C0F0,ASXL3,Putative Polycomb group protein ASXL3,1,1,1,1,2248,241.8,6.14,1533166.375
Low,P20273,CD22,B-cell receptor CD22,2,1,1,1,847,95.3,6.65,
Low,O95343,SIX3,Homeobox protein SIX3,2,1,1,2,332,35.5,8.73,2163901
Low,Q9H6L4,ARMC7,Armadillo repeat-containing protein 7,9,1,1,1,198,21.9,6.09,
Low,O15355,PPM1G,Protein phosphatase 1G,2,1,1,1,546,59.2,4.36,9196424
Low,Q9H920,RNF121,E3 ubiquitin ligase RNF121,3,1,1,2,327,37.9,7.06,4466315
Low,Q9H9E3,COG4,Conserved oligomeric Golgi complex subunit 4,2,1,1,1,785,89.0,5.19,
Low,Q8IZS8,CACNA2D3,Voltage-dependent calcium channel subunit alpha-2/delta-3,1,1,1,2,1091,122.9,5.78,1704808.375
Low,P57082,TBX4,T-box transcription factor TBX4,2,1,1,1,545,60.2,7.65,
Low,P38935,IGHMBP2,DNA-binding protein SMUBP-2,1,1,1,1,993,109.1,8.97,2301351.75
Low,Q96MK3,FAM20A,Pseudokinase FAM20A,1,1,1,1,541,61.4,7.99,1014982.5
Low,O95197,RTN3,Reticulon-3,3,1,1,1,1032,112.5,4.96,
Low,O94964,SOGA1,Protein SOGA1,1,1,1,1,1423,159.7,6.46,633284.5625
Low,Q6IB77,GLYAT,Glycine N-acyltransferase,3,1,1,1,296,33.9,8.16,2431402.75
Low,Q5TGZ0,MICOS10,MICOS complex subunit MIC10,14,1,1,1,78,8.8,8.5,558918.5
Low,Q9UMD9,COL17A1,Collagen alpha-1(XVII) chain,1,1,1,1,1497,150.3,8.79,902907.0625
Low,P41594,GRM5,Metabotropic glutamate receptor 5,1,1,1,1,1212,132.4,7.78,
Low,P00451,F8,Coagulation factor VIII,0,1,1,1,2351,266.8,7.36,1349259.875
Low,Q9NQZ8,ZNF71,Endothelial zinc finger protein induced by tumor necrosis factor alpha,3,1,1,1,489,54.5,8.68,
Low,Q99767,APBA2,Amyloid-beta A4 precursor protein-binding family A member 2,2,1,1,1,749,82.5,4.86,2314698
Low,Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,5,1,1,2,125,14.2,5.26,937229.75
Low,Q86W28,NLRP8,"NACHT, LRR and PYD domains-containing protein 8",1,1,1,1,1048,119.4,7.96,327717.25
Low,Q969Z3,MTARC2,Mitochondrial amidoxime reducing component 2,2,1,1,2,335,38.0,9.16,989535.75
Low,Q8N412,STPG2,Sperm-tail PG-rich repeat-containing protein 2,1,1,1,2,459,50.6,9.57,3480365
Low,Q96PG2,MS4A10,Membrane-spanning 4-domains subfamily A member 10,4,1,1,1,267,29.7,8.95,722973.9375
Low,Q9NPC3,CCNB1IP1,E3 ubiquitin-protein ligase CCNB1IP1,6,1,1,1,277,31.5,8.32,
Low,Q5T4S7,UBR4,E3 ubiquitin-protein ligase UBR4,0,1,1,1,5183,573.5,6.04,1503206
Low,Q5SWX8,ODR4,Protein odr-4 homolog,3,1,1,1,454,51.1,5.92,
Low,Q8IWC1,MAP7D3,MAP7 domain-containing protein 3,3,1,1,1,876,98.4,9.32,
Low,Q9HBG6,IFT122,Intraflagellar transport protein 122 homolog,1,1,1,1,1241,141.7,6.49,260561.5
Low,Q5VZK9,CARMIL1,F-actin-uncapping protein LRRC16A,3,1,1,1,1371,151.5,7.85,3564324.25
Low,O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",3,1,1,1,175,20.1,10.3,621524.0625
Low,Q96LR2,LURAP1,Leucine rich adaptor protein 1,3,1,1,1,239,25.8,4.84,1117032.125
Low,Q8NDL9,AGBL5,Cytosolic carboxypeptidase-like protein 5,1,1,1,1,886,97.5,9.17,
Low,Q6ZXV5,TMTC3,Protein O-mannosyl-transferase TMTC3,1,1,1,1,915,103.9,8.87,589293.25
Low,Q0VDD8,DNAH14,Dynein axonemal heavy chain 14,0,1,1,2,3507,399.6,6.93,338675.125
Low,P51178,PLCD1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",2,1,1,1,756,85.6,6.7,710298.5625
Low,Q9NY27,PPP4R2,Serine/threonine-protein phosphatase 4 regulatory subunit 2,2,1,1,2,417,46.9,4.54,935392.125
Low,Q8WXR4,MYO3B,Myosin-IIIb,2,1,1,1,1341,151.7,8.15,
Low,W5XKT8,SPACA6,Sperm acrosome membrane-associated protein 6,5,1,1,1,324,36.3,6.54,1204521.25
Low,O95171,SCEL,Sciellin,1,1,1,1,688,77.5,9.38,1070676.625
Low,P17152,TMEM11,"Transmembrane protein 11, mitochondrial",8,1,1,1,192,21.5,7.36,1080951.625
Low,Q9P260,RELCH,RAB11-binding protein RELCH,1,1,1,1,1216,134.5,5.45,1389374.875
Low,P52655,GTF2A1,Transcription initiation factor IIA subunit 1,3,1,1,1,376,41.5,4.55,8067847.5
Low,Q8N8A6,DDX51,ATP-dependent RNA helicase DDX51,1,1,1,3,666,72.4,8.16,17951999.75
Low,A6NMZ7,COL6A6,Collagen alpha-6(VI) chain,1,1,1,1,2263,247.0,6.89,
Low,Q96PQ7,KLHL5,Kelch-like protein 5,1,1,1,1,755,84.4,6.64,481564.625
Low,Q66K14,TBC1D9B,TBC1 domain family member 9B,1,1,1,1,1250,140.4,5.25,667075.6875
Low,Q9HBR0,SLC38A10,Putative sodium-coupled neutral amino acid transporter 10,3,1,1,1,1119,119.7,5.73,
Low,O00585,CCL21,C-C motif chemokine 21,13,1,1,1,134,14.6,10.1,
Low,Q7L0Q8,RHOU,Rho-related GTP-binding protein RhoU,12,1,1,1,258,28.2,8.06,
Low,Q6ZN66,GBP6,Guanylate-binding protein 6,1,1,1,1,633,72.4,6.37,
Low,A6NCI8,C2orf78,Uncharacterized protein C2orf78,1,1,1,1,922,100.1,9.03,
Low,Q9ULH0,KIDINS220,Kinase D-interacting substrate of 220 kDa,1,1,1,1,1771,196.4,6.62,810273.3125
Low,A0MZ66,SHTN1,Shootin-1,1,1,1,1,631,71.6,5.33,8162065
Low,Q86UK0,ABCA12,Glucosylceramide transporter ABCA12,0,1,1,1,2595,293.0,7.75,
Low,Q9GZN4,PRSS22,Brain-specific serine protease 4,7,1,1,1,317,33.7,7.61,2005116.75
Low,Q9NWD9,BEX4,Protein BEX4,8,1,1,1,120,14.1,6.39,816243.0625
Low,Q92878,RAD50,DNA repair protein RAD50,1,1,1,1,1312,153.8,6.89,
Low,Q9C0I4,THSD7B,Thrombospondin type-1 domain-containing protein 7B,2,1,1,1,1606,179.1,7.59,
Low,Q6SA08,TSSK4,Testis-specific serine/threonine-protein kinase 4,2,1,1,1,328,37.4,8.57,542459.125
Low,Q9HBK9,AS3MT,Arsenite methyltransferase,3,1,1,2,375,41.7,6.2,2519851.75
Low,Q8TAT8,YK045_HUMAN,Putative uncharacterized protein LOC644613,14,1,1,1,98,11.0,11.47,
Low,Q92997,DVL3,Segment polarity protein dishevelled homolog DVL-3,1,1,1,1,716,78.0,6.65,1398440.25
Low,Q86SE5,RALYL,RNA-binding Raly-like protein,4,1,1,1,291,32.3,7.93,
Low,Q8N3E9,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",2,1,1,1,789,89.2,6.98,
Low,Q9Y4D8,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4,0,1,1,1,3996,439.1,6.19,
Low,O94851,MICAL2,[F-actin]-monooxygenase MICAL2,1,1,1,1,1957,218.9,8.34,
Low,P41182,BCL6,B-cell lymphoma 6 protein,2,1,1,1,706,78.8,7.94,1407986
Low,Q8WV41,SNX33,Sorting nexin-33,1,1,1,1,574,65.2,6.79,
Low,Q6PEZ8,PODNL1,Podocan-like protein 1,2,1,1,1,512,56.5,9.85,1421503.625
Low,Q96NL8,CFAP418,Cilia- and flagella-associated protein 418,6,1,1,1,207,23.4,6.95,
Low,Q8N2I2,ZNF619,Zinc finger protein 619,2,1,1,1,560,63.3,8.35,599954.875
Low,P54750,PDE1A,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",2,1,1,1,535,61.2,6.1,
Low,P27540,ARNT,Aryl hydrocarbon receptor nuclear translocator,5,1,1,1,789,86.6,6.54,
Low,Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,1,1,1,1,1411,160.3,9.07,1409872.125
Low,Q9HCJ6,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like,4,1,1,1,419,45.9,5.06,
Low,Q06136,KDSR,3-ketodihydrosphingosine reductase,10,1,1,1,332,36.2,7.12,
Low,A2RTY3,HEATR9,Protein HEATR9,3,1,1,1,570,65.6,9.2,2582965.5
Low,Q7Z4L5,TTC21B,Tetratricopeptide repeat protein 21B,2,1,1,1,1316,150.8,6.96,
Low,Q86VS8,HOOK3,Protein Hook homolog 3,2,1,1,1,718,83.1,5.17,531697.75
Low,O60449,LY75,Lymphocyte antigen 75,1,1,1,1,1722,198.2,6.67,2190441.75
Low,Q9UPW5,AGTPBP1,Cytosolic carboxypeptidase 1,3,1,1,1,1226,138.4,6.15,
Low,Q9H993,ARMT1,Damage-control phosphatase ARMT1,2,1,1,1,441,51.1,5.76,6260554.5
Low,Q96HD1,CRELD1,Protein disulfide isomerase CRELD1,2,1,1,1,420,45.4,4.87,3881033.5
Low,P78380,OLR1,Oxidized low-density lipoprotein receptor 1,3,1,1,1,273,30.9,7.28,2579170.5
Low,Q96D09,GPRASP2,G-protein coupled receptor-associated sorting protein 2,2,1,1,1,838,93.7,5.01,
Low,P48751,SLC4A3,Anion exchange protein 3,1,1,1,1,1232,135.7,6.44,547126.5625
Low,P56915,GSC,Homeobox protein goosecoid,5,1,1,1,257,28.1,8.62,486348.96875
Low,Q9H000,MKRN2,E3 ubiquitin-protein ligase makorin-2,1,1,1,1,416,46.9,7.61,806551.125
Low,P51825,AFF1,AF4/FMR2 family member 1,1,1,1,1,1210,131.3,9.2,
Low,Q9P0W8,SPATA7,Spermatogenesis-associated protein 7,1,1,1,1,599,67.7,6.29,3810659.75
Low,A0A075B6Z2,TRAJ56,T cell receptor alpha joining 56 (Fragment),38,1,1,4,21,2.2,10.29,1722269744.5
Low,Q9NR48,ASH1L,Histone-lysine N-methyltransferase ASH1L,1,1,1,1,2969,332.6,9.39,849334
Low,Q9HAW0,BRF2,Transcription factor IIIB 50 kDa subunit,4,1,1,2,419,46.5,7.94,1419864.875
Low,Q8TF17,SH3TC2,SH3 domain and tetratricopeptide repeat-containing protein 2,1,1,1,2,1288,144.7,6.37,832987.1875
Low,Q9NRW7,VPS45,Vacuolar protein sorting-associated protein 45,1,1,1,2,570,65.0,8.24,340577.90625
Low,Q8WY91,THAP4,Peroxynitrite isomerase THAP4,1,1,1,1,577,62.9,9.28,304260.3125
Low,Q8IYM9,TRIM22,E3 ubiquitin-protein ligase TRIM22,3,1,1,1,498,56.9,7.72,
Low,O95202,LETM1,Mitochondrial proton/calcium exchanger protein,1,1,1,1,739,83.3,6.7,497602
Low,Q96LT4,SAMD8,Sphingomyelin synthase-related protein 1,2,1,1,1,415,48.3,8.07,579188.3125
Low,P56556,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,6,1,1,1,128,15.1,9.98,
Low,P55291,CDH15,Cadherin-15,2,1,1,1,814,88.9,4.98,
Low,Q9BXT6,MOV10L1,RNA helicase Mov10l1,1,1,1,1,1211,135.2,6.46,667065.8125
Low,Q8WYA0,IFT81,Intraflagellar transport protein 81 homolog,1,1,1,1,676,79.7,8.82,
Low,Q09019,DMWD,Dystrophia myotonica WD repeat-containing protein,2,1,1,1,674,70.4,7.24,9723011
Low,P33240,CSTF2,Cleavage stimulation factor subunit 2,1,1,1,2,577,60.9,6.83,567018.5625
Low,Q96QH2,PRAM1,PML-RARA-regulated adapter molecule 1,2,1,1,1,670,73.9,9.67,
Low,Q96GR2,ACSBG1,Long-chain-fatty-acid--CoA ligase ACSBG1,3,1,1,1,724,81.2,6.02,
Low,O60879,DIAPH2,Protein diaphanous homolog 2,1,1,1,1,1101,125.5,6.58,1252106.5
Low,Q9Y337,KLK5,Kallikrein-5,3,1,1,1,293,32.0,8.27,598304.6875
Low,Q9ULI0,ATAD2B,ATPase family AAA domain-containing protein 2B,1,1,1,1,1458,164.8,6.8,
Low,Q9NZJ7,MTCH1,Mitochondrial carrier homolog 1,3,1,1,1,389,41.5,9.32,
Low,Q04656,ATP7A,Copper-transporting ATPase 1,1,1,1,1,1500,163.3,6.33,
Low,Q71H61,ILDR2,Immunoglobulin-like domain-containing receptor 2,1,1,1,1,639,71.2,8.12,1999416.25
Low,Q7Z2W7,TRPM8,Transient receptor potential cation channel subfamily M member 8,1,1,1,2,1104,127.6,7.24,1470367.625
Low,Q96A19,CCDC102A,Coiled-coil domain-containing protein 102A,2,1,1,1,550,62.6,5.58,
Low,Q70CQ2,USP34,Ubiquitin carboxyl-terminal hydrolase 34,0,1,1,2,3546,404.0,5.82,2848022.5
Low,P48728,AMT,"Aminomethyltransferase, mitochondrial",2,1,1,1,403,43.9,8.57,
Low,Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,1,1,1,1,1101,128.7,8.38,10142490
Low,Q9BXU8,FTHL17,Ferritin heavy polypeptide-like 17,5,1,1,1,183,21.1,6.52,4619464
Low,Q9H2J7,SLC6A15,Sodium-dependent neutral amino acid transporter B(0)AT2,1,1,1,1,730,81.8,5.19,59515400
Low,O95248,SBF1,Myotubularin-related protein 5,1,1,1,1,1868,208.3,6.9,
Low,P04049,RAF1,RAF proto-oncogene serine/threonine-protein kinase,1,1,1,1,648,73.0,9.2,
Low,Q86YC2,PALB2,Partner and localizer of BRCA2,2,1,1,1,1186,131.2,6.44,
Low,Q9BZJ4,SLC25A39,Probable mitochondrial glutathione transporter SLC25A39,3,1,1,1,359,39.2,9.61,
Low,Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",3,1,1,1,380,43.6,8.34,
Low,Q5JRA6,MIA3,Transport and Golgi organization protein 1 homolog,1,1,1,1,1907,213.6,4.84,2409476.5
Low,P02461,COL3A1,Collagen alpha-1(III) chain,1,1,1,1,1466,138.5,6.61,1500803
Low,O75648,TRMU,Mitochondrial tRNA-specific 2-thiouridylase 1,3,1,1,1,421,47.7,8.03,1565186.25
Low,Q9Y263,PLAA,Phospholipase A-2-activating protein,2,1,1,1,795,87.1,6.37,511731.96875
Low,Q15772,SPEG,Striated muscle preferentially expressed protein kinase,0,1,1,1,3267,354.1,8.51,
Low,P51582,P2RY4,P2Y purinoceptor 4,3,1,1,1,365,40.9,8.56,690593.5
Low,Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR,1,1,1,1,643,72.9,6.39,746312.75
Low,Q8IYB7,DIS3L2,DIS3-like exonuclease 2,1,1,1,1,885,99.2,6.1,2734062.75
Low,P51857,AKR1D1,Aldo-keto reductase family 1 member D1,6,1,1,1,326,37.4,7.5,1468314.5
Low,Q2NL82,TSR1,Pre-rRNA-processing protein TSR1 homolog,2,1,1,1,804,91.8,7.42,6320920
Low,P34932,HSPA4,Heat shock 70 kDa protein 4,2,1,1,1,840,94.3,5.19,
Low,Q14689,DIP2A,Disco-interacting protein 2 homolog A,1,1,1,1,1571,170.3,8.03,541909.9375
Low,O95835,LATS1,Serine/threonine-protein kinase LATS1,1,1,1,1,1130,126.8,8.7,380440.5
Low,Q9P2X3,IMPACT,Protein IMPACT,4,1,1,1,320,36.5,4.97,
Low,Q96G42,KLHDC7B,Kelch domain-containing protein 7B,6,1,1,1,594,63.3,9.0,1195060.25
Low,Q9ULK0,GRID1,"Glutamate receptor ionotropic, delta-1",3,1,1,1,1009,112.1,6.7,
Low,P0DPD8,EEF1AKMT4-ECE2,EEF1AKMT4-ECE2 readthrough transcript protein,1,1,1,1,883,99.7,5.1,686617.375
Low,Q8TBN0,RAB3IL1,Guanine nucleotide exchange factor for Rab-3A,5,1,1,1,382,42.6,6.47,2766413.75
Low,Q9BXL6,CARD14,Caspase recruitment domain-containing protein 14,1,1,1,1,1004,113.2,5.92,
Low,Q5TC79,ZBTB37,Zinc finger and BTB domain-containing protein 37,3,1,1,1,503,56.0,6.77,
Low,Q15746,MYLK,"Myosin light chain kinase, smooth muscle",1,1,1,1,1914,210.6,6.15,37464868
Low,Q9NVR5,DNAAF2,Protein kintoun,3,1,1,1,837,91.1,5.2,1292845.25
Low,P0CG20,PRR35,Proline-rich protein 35,2,1,1,1,571,59.3,8.92,636268.625
Low,Q9NWH7,SPATA6,Spermatogenesis-associated protein 6,2,1,1,1,488,56.0,8.48,1346952.375
Low,Q96CV9,OPTN,Optineurin,1,1,1,1,577,65.9,5.17,
Low,Q7Z4V0,ZNF438,Zinc finger protein 438,4,1,1,1,828,91.8,9.39,
Low,P49643,PRIM2,DNA primase large subunit,1,1,1,1,509,58.8,7.91,909321.625
Low,Q9BZM3,GSX2,GS homeobox 2,6,1,1,1,304,32.0,8.97,
